ID,ChangeSetID,TimeStamp,ReplicationTime,User,Cube,Tuple,OldValue,NewValue,StatusMessage
579,9c,2022-08-17T16:55:08Z,,,,,,,Change set 9c complete : 1
578,9c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mControl', 'Test123']",,WRITE,
577,9b,2022-08-17T16:55:08Z,,,,,,,Change set 9b complete : 1
576,9b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mControl', '12345']",,WRITE,
575,9a,2022-08-17T16:55:08Z,,,,,,,Change set 9a complete : 1
574,9a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mCapEx Assumptions', 'Test123']",,WRITE,
573,9F,2022-08-17T16:55:08Z,,,,,,,Change set 9F complete : 1
572,9F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mCapEx Assumptions', '12345']",,WRITE,
571,9E,2022-08-17T16:55:08Z,,,,,,,Change set 9E complete : 1
570,9E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Upload Validation', 'Test123']",,WRITE,
569,9D,2022-08-17T16:55:08Z,,,,,,,Change set 9D complete : 1
568,9D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Upload Validation', '12345']",,WRITE,
567,9C,2022-08-17T16:55:08Z,,,,,,,Change set 9C complete : 1
566,9C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning Upload History', 'Test123']",,WRITE,
565,9B,2022-08-17T16:55:08Z,,,,,,,Change set 9B complete : 1
564,9B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning Upload History', '12345']",,WRITE,
563,9A,2022-08-17T16:55:08Z,,,,,,,Change set 9A complete : 1
562,9A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning Upload', 'Test123']",,WRITE,
561,99,2022-08-17T16:55:08Z,,,,,,,Change set 99 complete : 1
560,99,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning Upload', '12345']",,WRITE,
559,98,2022-08-17T16:55:08Z,,,,,,,Change set 98 complete : 1
558,98,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning', 'Test123']",,WRITE,
557,97,2022-08-17T16:55:08Z,,,,,,,Change set 97 complete : 1
556,97,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mBudget Planning', '12345']",,WRITE,
555,96,2022-08-17T16:55:08Z,,,,,,,Change set 96 complete : 1
554,96,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_m_HierarchyManagement', 'Test123']",,WRITE,
553,95,2022-08-17T16:55:08Z,,,,,,,Change set 95 complete : 1
552,95,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_m_HierarchyManagement', '12345']",,WRITE,
551,94,2022-08-17T16:55:08Z,,,,,,,Change set 94 complete : 1
550,94,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Scenario', 'Test123']",,WRITE,
549,93,2022-08-17T16:55:08Z,,,,,,,Change set 93 complete : 1
548,93,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Scenario', '12345']",,WRITE,
547,92,2022-08-17T16:55:08Z,,,,,,,Change set 92 complete : 1
546,92,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Rows', 'Test123']",,WRITE,
545,91,2022-08-17T16:55:08Z,,,,,,,Change set 91 complete : 1
544,91,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Rows', '12345']",,WRITE,
543,90,2022-08-17T16:55:08Z,,,,,,,Change set 90 complete : 1
542,90,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Alternates', 'Test123']",,WRITE,
541,8f,2022-08-17T16:55:08Z,,,,,,,Change set 8f complete : 1
540,8f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Hierarchy_Alternates', '12345']",,WRITE,
539,8e,2022-08-17T16:55:08Z,,,,,,,Change set 8e complete : 1
538,8e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Item', 'Test123']",,WRITE,
537,8d,2022-08-17T16:55:08Z,,,,,,,Change set 8d complete : 1
536,8d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Item', '12345']",,WRITE,
535,8c,2022-08-17T16:55:08Z,,,,,,,Change set 8c complete : 1
534,8c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Index', 'Test123']",,WRITE,
533,8b,2022-08-17T16:55:08Z,,,,,,,Change set 8b complete : 1
532,8b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Index', '12345']",,WRITE,
531,8a,2022-08-17T16:55:08Z,,,,,,,Change set 8a complete : 1
530,8a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Dimension', 'Test123']",,WRITE,
529,8F,2022-08-17T16:55:08Z,,,,,,,Change set 8F complete : 1
528,8F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Export Dimension', '12345']",,WRITE,
527,8E,2022-08-17T16:55:08Z,,,,,,,Change set 8E complete : 1
526,8E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Dimensions', 'Test123']",,WRITE,
525,8D,2022-08-17T16:55:08Z,,,,,,,Change set 8D complete : 1
524,8D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Dimensions', '12345']",,WRITE,
523,8C,2022-08-17T16:55:08Z,,,,,,,Change set 8C complete : 1
522,8C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Department', 'Test123']",,WRITE,
521,8B,2022-08-17T16:55:08Z,,,,,,,Change set 8B complete : 1
520,8B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Department', '12345']",,WRITE,
519,8A,2022-08-17T16:55:08Z,,,,,,,Change set 8A complete : 1
518,8A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Update Scenario', 'Test123']",,WRITE,
517,89,2022-08-17T16:55:08Z,,,,,,,Change set 89 complete : 1
516,89,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Update Scenario', '12345']",,WRITE,
515,88,2022-08-17T16:55:08Z,,,,,,,Change set 88 complete : 1
514,88,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Target', 'Test123']",,WRITE,
513,87,2022-08-17T16:55:08Z,,,,,,,Change set 87 complete : 1
512,87,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Target', '12345']",,WRITE,
511,86,2022-08-17T16:55:08Z,,,,,,,Change set 86 complete : 1
510,86,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Source', 'Test123']",,WRITE,
509,85,2022-08-17T16:55:08Z,,,,,,,Change set 85 complete : 1
508,85,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Source', '12345']",,WRITE,
507,84,2022-08-17T16:55:08Z,,,,,,,Change set 84 complete : 1
506,84,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Scenario', 'Test123']",,WRITE,
505,83,2022-08-17T16:55:08Z,,,,,,,Change set 83 complete : 1
504,83,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Data Control Scenario', '12345']",,WRITE,
503,82,2022-08-17T16:55:08Z,,,,,,,Change set 82 complete : 1
502,82,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Currency', 'Test123']",,WRITE,
501,81,2022-08-17T16:55:08Z,,,,,,,Change set 81 complete : 1
500,81,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Currency', '12345']",,WRITE,
499,80,2022-08-17T16:55:08Z,,,,,,,Change set 80 complete : 1
498,80,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Control', 'Test123']",,WRITE,
497,7f,2022-08-17T16:55:08Z,,,,,,,Change set 7f complete : 1
496,7f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Control', '12345']",,WRITE,
495,7e,2022-08-17T16:55:08Z,,,,,,,Change set 7e complete : 1
494,7e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_ChadTest', 'Test123']",,WRITE,
493,7d,2022-08-17T16:55:08Z,,,,,,,Change set 7d complete : 1
492,7d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_ChadTest', '12345']",,WRITE,
491,7c,2022-08-17T16:55:08Z,,,,,,,Change set 7c complete : 1
490,7c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_ChadDim', 'Test123']",,WRITE,
489,7b,2022-08-17T16:55:08Z,,,,,,,Change set 7b complete : 1
488,7b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_ChadDim', '12345']",,WRITE,
487,7a,2022-08-17T16:55:08Z,,,,,,,Change set 7a complete : 1
486,7a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Capex Index', 'Test123']",,WRITE,
485,7F,2022-08-17T16:55:08Z,,,,,,,Change set 7F complete : 1
484,7F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Capex Index', '12345']",,WRITE,
483,7E,2022-08-17T16:55:08Z,,,,,,,Change set 7E complete : 1
482,7E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_CapEx Assumptions', 'Test123']",,WRITE,
481,7D,2022-08-17T16:55:08Z,,,,,,,Change set 7D complete : 1
480,7D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_CapEx Assumptions', '12345']",,WRITE,
479,7C,2022-08-17T16:55:08Z,,,,,,,Change set 7C complete : 1
478,7C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Business Unit', 'Test123']",,WRITE,
477,7B,2022-08-17T16:55:08Z,,,,,,,Change set 7B complete : 1
476,7B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Business Unit', '12345']",,WRITE,
475,7A,2022-08-17T16:55:08Z,,,,,,,Change set 7A complete : 1
474,7A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Budget Upload Index', 'Test123']",,WRITE,
473,79,2022-08-17T16:55:08Z,,,,,,,Change set 79 complete : 1
472,79,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Budget Upload Index', '12345']",,WRITE,
471,78,2022-08-17T16:55:08Z,,,,,,,Change set 78 complete : 1
470,78,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Budget Planning Upload Index', 'Test123']",,WRITE,
469,77,2022-08-17T16:55:08Z,,,,,,,Change set 77 complete : 1
468,77,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Budget Planning Upload Index', '12345']",,WRITE,
467,76,2022-08-17T16:55:08Z,,,,,,,Change set 76 complete : 1
466,76,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Account', 'Test123']",,WRITE,
465,75,2022-08-17T16:55:08Z,,,,,,,Change set 75 complete : 1
464,75,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Account', '12345']",,WRITE,
463,74,2022-08-17T16:55:08Z,,,,,,,Change set 74 complete : 1
462,74,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}DimensionSecurity', 'Test123']",,WRITE,
461,73,2022-08-17T16:55:08Z,,,,,,,Change set 73 complete : 1
460,73,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}DimensionSecurity', '12345']",,WRITE,
459,72,2022-08-17T16:55:08Z,,,,,,,Change set 72 complete : 1
458,72,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}DimensionProperties', 'Test123']",,WRITE,
457,71,2022-08-17T16:55:08Z,,,,,,,Change set 71 complete : 1
456,71,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}DimensionProperties', '12345']",,WRITE,
455,70,2022-08-17T16:55:08Z,,,,,,,Change set 70 complete : 1
454,70,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeSecurityProperties', 'Test123']",,WRITE,
453,6f,2022-08-17T16:55:08Z,,,,,,,Change set 6f complete : 1
452,6f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeSecurityProperties', '12345']",,WRITE,
451,6e,2022-08-17T16:55:08Z,,,,,,,Change set 6e complete : 1
450,6e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeSecurity', 'Test123']",,WRITE,
449,6d,2022-08-17T16:55:08Z,,,,,,,Change set 6d complete : 1
448,6d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeSecurity', '12345']",,WRITE,
447,6c,2022-08-17T16:55:08Z,,,,,,,Change set 6c complete : 1
446,6c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeProperties', 'Test123']",,WRITE,
445,6b,2022-08-17T16:55:08Z,,,,,,,Change set 6b complete : 1
444,6b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CubeProperties', '12345']",,WRITE,
443,6a,2022-08-17T16:55:08Z,,,,,,,Change set 6a complete : 1
442,6a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientSettings', 'Test123']",,WRITE,
441,6F,2022-08-17T16:55:08Z,,,,,,,Change set 6F complete : 1
440,6F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientSettings', '12345']",,WRITE,
439,6E,2022-08-17T16:55:08Z,,,,,,,Change set 6E complete : 1
438,6E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientProperties', 'Test123']",,WRITE,
437,6D,2022-08-17T16:55:08Z,,,,,,,Change set 6D complete : 1
436,6D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientProperties', '12345']",,WRITE,
435,6C,2022-08-17T16:55:08Z,,,,,,,Change set 6C complete : 1
434,6C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientGroups', 'Test123']",,WRITE,
433,6B,2022-08-17T16:55:08Z,,,,,,,Change set 6B complete : 1
432,6B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientGroups', '12345']",,WRITE,
431,6A,2022-08-17T16:55:08Z,,,,,,,Change set 6A complete : 1
430,6A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientCAMAssociatedGroups', 'Test123']",,WRITE,
429,69,2022-08-17T16:55:08Z,,,,,,,Change set 69 complete : 1
428,69,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ClientCAMAssociatedGroups', '12345']",,WRITE,
427,68,2022-08-17T16:55:08Z,,,,,,,Change set 68 complete : 1
426,68,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ChoreSecurity', 'Test123']",,WRITE,
425,67,2022-08-17T16:55:08Z,,,,,,,Change set 67 complete : 1
424,67,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ChoreSecurity', '12345']",,WRITE,
423,66,2022-08-17T16:55:08Z,,,,,,,Change set 66 complete : 1
422,66,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CellAnnotations_Budget Forecast', 'Test123']",,WRITE,
421,65,2022-08-17T16:55:08Z,,,,,,,Change set 65 complete : 1
420,65,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}CellAnnotations_Budget Forecast', '12345']",,WRITE,
419,64,2022-08-17T16:55:08Z,,,,,,,Change set 64 complete : 1
418,64,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}Capabilities', 'Test123']",,WRITE,
417,63,2022-08-17T16:55:08Z,,,,,,,Change set 63 complete : 1
416,63,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}Capabilities', '12345']",,WRITE,
415,62,2022-08-17T16:55:08Z,,,,,,,Change set 62 complete : 1
414,62,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ApplicationSecurity', 'Test123']",,WRITE,
413,61,2022-08-17T16:55:08Z,,,,,,,Change set 61 complete : 1
412,61,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ApplicationSecurity', '12345']",,WRITE,
411,60,2022-08-17T16:55:08Z,,,,,,,Change set 60 complete : 1
410,60,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}AdminCube', 'Test123']",,WRITE,
409,5f,2022-08-17T16:55:08Z,,,,,,,Change set 5f complete : 1
408,5f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}AdminCube', '12345']",,WRITE,
407,5e,2022-08-17T16:55:08Z,,,,,,,Change set 5e complete : 1
406,5e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['test', 'Test123']",,WRITE,
405,5d,2022-08-17T16:55:08Z,,,,,,,Change set 5d complete : 1
404,5d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['test', '12345']",,WRITE,
403,5c,2022-08-17T16:55:08Z,,,,,,,Change set 5c complete : 1
402,5c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Subset Control', 'Test123']",,WRITE,
401,5b,2022-08-17T16:55:08Z,,,,,,,Change set 5b complete : 1
400,5b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Subset Control', '12345']",,WRITE,
399,5a,2022-08-17T16:55:08Z,,,,,,,Change set 5a complete : 1
398,5a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Process Status', 'Test123']",,WRITE,
397,5F,2022-08-17T16:55:08Z,,,,,,,Change set 5F complete : 1
396,5F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Process Status', '12345']",,WRITE,
395,5E,2022-08-17T16:55:08Z,,,,,,,Change set 5E complete : 1
394,5E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Log Deletions', 'Test123']",,WRITE,
393,5D,2022-08-17T16:55:08Z,,,,,,,Change set 5D complete : 1
392,5D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Log Deletions', '12345']",,WRITE,
391,5C,2022-08-17T16:55:08Z,,,,,,,Change set 5C complete : 1
390,5C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Hierarchy Control', 'Test123']",,WRITE,
389,5B,2022-08-17T16:55:08Z,,,,,,,Change set 5B complete : 1
388,5B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Hierarchy Control', '12345']",,WRITE,
387,5A,2022-08-17T16:55:08Z,,,,,,,Change set 5A complete : 1
386,5A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Form Filter', 'Test123']",,WRITE,
385,59,2022-08-17T16:55:08Z,,,,,,,Change set 59 complete : 1
384,59,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Form Filter', '12345']",,WRITE,
383,58,2022-08-17T16:55:08Z,,,,,,,Change set 58 complete : 1
382,58,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Cubes Dims', 'Test123']",,WRITE,
381,57,2022-08-17T16:55:08Z,,,,,,,Change set 57 complete : 1
380,57,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS Cubes Dims', '12345']",,WRITE,
379,56,2022-08-17T16:55:08Z,,,,,,,Change set 56 complete : 1
378,56,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_User_Subsets', 'Test123']",,WRITE,
377,55,2022-08-17T16:55:08Z,,,,,,,Change set 55 complete : 1
376,55,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_User_Subsets', '12345']",,WRITE,
375,54,2022-08-17T16:55:08Z,,,,,,,Change set 54 complete : 1
374,54,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_User_Selections', 'Test123']",,WRITE,
373,53,2022-08-17T16:55:08Z,,,,,,,Change set 53 complete : 1
372,53,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_User_Selections', '12345']",,WRITE,
371,52,2022-08-17T16:55:08Z,,,,,,,Change set 52 complete : 1
370,52,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_BackupFiles', 'Test123']",,WRITE,
369,51,2022-08-17T16:55:08Z,,,,,,,Change set 51 complete : 1
368,51,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['SYS_BackupFiles', '12345']",,WRITE,
367,50,2022-08-17T16:55:08Z,,,,,,,Change set 50 complete : 1
366,50,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Security Assignments', 'Test123']",,WRITE,
365,4f,2022-08-17T16:55:08Z,,,,,,,Change set 4f complete : 1
364,4f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Security Assignments', '12345']",,WRITE,
363,4e,2022-08-17T16:55:08Z,,,,,,,Change set 4e complete : 1
362,4e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Run Book Control', 'Test123']",,WRITE,
361,4d,2022-08-17T16:55:08Z,,,,,,,Change set 4d complete : 1
360,4d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Run Book Control', '12345']",,WRITE,
359,4c,2022-08-17T16:55:08Z,,,,,,,Change set 4c complete : 1
358,4c,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Process Log by User', 'Test123']",,WRITE,
357,4b,2022-08-17T16:55:08Z,,,,,,,Change set 4b complete : 1
356,4b,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Process Log by User', '12345']",,WRITE,
355,4a,2022-08-17T16:55:08Z,,,,,,,Change set 4a complete : 1
354,4a,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Process Log', 'Test123']",,WRITE,
353,4F,2022-08-17T16:55:08Z,,,,,,,Change set 4F complete : 1
352,4F,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Process Log', '12345']",,WRITE,
351,4E,2022-08-17T16:55:08Z,,,,,,,Change set 4E complete : 1
350,4E,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['plan_ExchangeRate', 'Test123']",,WRITE,
349,4D,2022-08-17T16:55:08Z,,,,,,,Change set 4D complete : 1
348,4D,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['plan_ExchangeRate', '12345']",,WRITE,
347,4C,2022-08-17T16:55:08Z,,,,,,,Change set 4C complete : 1
346,4C,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['plan_BudgetPlan', 'Test123']",,WRITE,
345,4B,2022-08-17T16:55:08Z,,,,,,,Change set 4B complete : 1
344,4B,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['plan_BudgetPlan', '12345']",,WRITE,
343,4A,2022-08-17T16:55:08Z,,,,,,,Change set 4A complete : 1
342,4A,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Month Control', 'Test123']",,WRITE,
341,49,2022-08-17T16:55:08Z,,,,,,,Change set 49 complete : 1
340,49,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Month Control', '12345']",,WRITE,
339,48,2022-08-17T16:55:08Z,,,,,,,Change set 48 complete : 1
338,48,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Hot Promote', 'Test123']",,WRITE,
337,47,2022-08-17T16:55:08Z,,,,,,,Change set 47 complete : 1
336,47,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Hot Promote', '12345']",,WRITE,
335,46,2022-08-17T16:55:08Z,,,,,,,Change set 46 complete : 1
334,46,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['Hierarchy Management', 'Test123']",,WRITE,
333,45,2022-08-17T16:55:08Z,,,,,,,Change set 45 complete : 1
